"knockout","k","retained_nodes","efficiency_sum_before","efficiency_sum_after","D_E","LCC_after","D_LCC","components_after","disconnected_pair_fraction","in_strict","in_relax1"
"ABL1+BAX+RARA",3,1223,262025.400001569,261922.326192042,0.000393373350545123,1223,0,1,0,FALSE,FALSE
"ABL1+BAX+YWHAZ",3,1223,261990.366668236,261846.876192043,0.000547693711100639,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+CDK5",3,1223,262016.316668235,261855.421430136,0.000614065719819479,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+COL1A1",3,1223,262044.733334902,261926.026192043,0.000453003353083625,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+COL1A2",3,1223,262062.816668235,261990.926192044,0.0002743253587284,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+CTSK",3,1223,262059.883334902,261936.235715852,0.000471829634799636,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+FGF23",3,1223,262078.466668235,261992.959525376,0.000326265427090799,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+NTRK1",3,1223,262021.266668235,261942.759525376,0.00029962126302574,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+NTRK2",3,1223,262019.800001568,261904.635715851,0.000439525126406437,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+RARA",3,1223,262036.366668235,261919.776192042,0.000444940058038745,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+SOX9",3,1223,262034.500001569,261938.159525376,0.000367663327507262,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+SPP1",3,1223,262019.400001569,261909.94285871,0.000417744422201105,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+TNFSF11",3,1223,262021.783334902,261931.64285871,0.000344019016453645,1223,0,1,0,FALSE,FALSE
"ABL1+BGLAP+YWHAZ",3,1223,262001.333334903,261844.726192043,0.000597734144581974,1223,0,1,0,FALSE,FALSE
"ABL1+BTK+NTRK1",3,1223,262038.550001568,261965.519049186,0.000278703085410448,1223,0,1,0,FALSE,FALSE
"ABL1+BTK+NTRK2",3,1223,262037.083334902,261927.361906329,0.000418724812445537,1223,0,1,0,FALSE,FALSE
"ABL1+BTK+PRDX1",3,1223,262068.866668236,262003.185715854,0.000250624781252706,1223,0,1,0,FALSE,FALSE
"ABL1+BTK+RAC2",3,1223,262057.533334902,261975.419049187,0.000313344496036372,1223,0,1,0,FALSE,FALSE
"ABL1+BTK+SYK",3,1223,262047.150001569,261965.869049187,0.00031017682268808,1223,0,1,0,FALSE,FALSE
"ABL1+BTK+YWHAZ",3,1223,262018.616668237,261867.40238252,0.000577112754962861,1223,0,1,0,FALSE,FALSE
