"gene","D_E"
"RRM2B",0
"ACTR1A",0.00117031116279964
"RHOA",0.000165621123898174
"CYP11B1",0
"FUS",6.90480253662251e-06
"SNAI1",9.50644381658705e-07
"PROC",3.8004925289048e-06
"CALM1",5.91918174835948e-05
"ABCA7",0
"ALOX5",1.82447360282945e-05
"ITGAL",2.85118848919463e-06
"CRH",2.05295196740174e-05
"CYP2E1",0.000529547743911452
"ARF1",2.85051391907265e-05
"YAP1",2.37641275353528e-05
"CYP1A1",0.000371673359131575
"GLUD1",0.00010300883354164
"ALAD",1.1590275771578e-05
"CEBPA",7.73820750388232e-05
"TP53",0.00427693686378816
"HTR2A",4.49190304361302e-05
"AKR1B1",1.36198355478179e-05
"KCNJ11",0.00241899994818762
"TRPA1",6.7343185876978e-05
"GPBAR1",0.00120167517532488
"CACNA2D2",0
"GOT1",5.88174838508371e-05
"CACNA2D4",0
"CNR1",0.000234330328976462
"EIF4G1",1.23532645966984e-05
"PRDX1",5.7026663956572e-06
"GABRB3",0.000120726283226125
"NR4A1",4.04919306976614e-05
"GCLM",0
"NUF2",6.20773671455854e-06
"GABRB2",0
"NTRK1",3.04810969022906e-05
"PRKCI",0
"ADH1A",0
"ADH1C",0
"HMOX1",0.000383241490365949
"HPRT1",0.00041877379526456
"HAMP",0.000187982524293195
"HNF1A",0.00122815220873107
"PCNA",0.000281828068793732
"CYP2C19",1.83094707274511e-05
"PENK",0
"MMP10",1.00093054868911e-05
"DDIT3",5.44896803789108e-06
"ACTA2",4.98567078929257e-05
"FABP5",6.2410696410331e-05
"PTGIS",1.23522684530863e-05
"CYP19A1",0.000459651716543275
"IL4",0.000213216805235672
"GLI1",5.44927221779457e-06
"NR1I3",2.35048730797827e-05
"ALDH1A3",0
"NFATC3",3.48468834243665e-06
"NR3C1",8.7083319149972e-05
"DPP4",0.00143001137023646
"KCNA1",1.36823220714399e-05
"DBH",9.818852931609e-06
"LRAT",5.06328770298881e-05
"CFTR",0.00160265872797649
"TUBB",0.000162866051467092
"AKT2",0
"FGF23",6.25962068182551e-05
"NPY",0.00200669165182288
"EIF2S1",0.000110140192739028
"PPP2CA",7.29428022572254e-05
"OAT",1.33641726925982e-05
"CAMK4",1.22274351069818e-05
"TNFSF11",7.5283725537223e-05
"CACNG1",0
"CYP7A1",0.000286565174003384
"PPIA",3.28180373492248e-05
"RB1",5.60807039972078e-05
"CXCR4",0.000366755254582851
"CYP21A2",0
"TG",5.56234870203731e-05
"CD86",0
"HMGCR",0.000154038156850445
"TGFB1",0.000170827591538192
"NFATC4",0
"IMPDH1",3.87605638363375e-05
"OPRD1",0
"CCL22",0
"PRKCA",0.000374278990026067
"CYP11B2",0.000106525313512962
"ELOVL6",0
"GLA",5.69983816256503e-06
"IL17A",0
"PLD1",0
"DHCR7",7.41792346372616e-05
"AKR1C3",0.000173978783267859
"IDO1",0.000463661718947295
"ATF7",0.00117103741166447
"ALDH1A2",0
"FASN",0.000342772066284303
"PRKCD",2.05317703156904e-05
"NOD2",2.72727341009693e-05
"CBR1",3.06594182049036e-05
"ACSS2",8.1011205171122e-05
"ARF6",0
"CACNA1E",0
"DMP1",0
"AGTR1",7.87895413547623e-05
"MAPK9",3.16862262561557e-06
"CALM2",0
"ALDH2",5.15659678518299e-05
"CAMP",0.00129691841056656
"CYP1A2",5.25226389015421e-05
"TIGAR",0
"CX3CR1",0
"MITF",2.87659544899732e-05
"ACSL1",4.92269468655993e-05
"CD163",2.80685125135793e-05
"DUOX2",0.00118948957190246
"PRDX2",0
"CYP27B1",5.34712469113519e-05
"PRDX5",0
"CES1",0.000115566529133249
"CACNA1G",7.41987078123341e-05
"GSK3A",9.50447229808304e-07
"AADAT",3.54591244267066e-06
"RUNX2",0.000299161144537541
"CHRNA3",2.85056538062989e-06
"S100A8",5.866975145008e-05
"CYP2C9",0.000117781048131316
"LBP",1.90061939919772e-06
"CYP2D6",2.95879994604009e-05
"CACNA1H",5.72384790692437e-05
"ABCC2",6.29649746844985e-05
"MGLL",0.000230459075350131
"ADH4",0
"SELE",1.58407098771463e-06
"SLC18A2",1.33665330134258e-05
"CASQ1",2.53341735867441e-06
"SMAD1",0
"JUNB",0
"PTPN1",3.86549374464806e-06
"LEF1",5.06903005115245e-06
"NFE2L2",7.2947073822438e-05
"EIF2A",0
"SREBF2",1.69818952083789e-05
"AOX1",0.000679762836007236
"ATP1A2",4.63378248599655e-05
"KCNH2",0.000463751185241779
"TRPM7",0
"DRD4",1.19735525129228e-05
"PTGER1",3.16733579774908e-06
"METTL3",0
"HTR2B",3.80070954153489e-06
"ALDOA",1.76112505224646e-05
"BMI1",2.14799290956247e-05
"ELOVL2",0
"AKR1D1",0.0010662752740489
"IL5",0
"ADCY1",8.87083575196179e-06
"ACTA1",3.96575036063496e-05
"SCD",0.000143791042404695
"COL3A1",0
"NFATC2",1.95162479730282e-05
"KCNMB4",0
"CAMKK2",3.48444593978314e-06
"CYP2A6",0.000367474741212792
"ABAT",2.2801866788047e-06
"HK2",0.000296209764147126
"PTX3",0
"CDKN1C",1.58390438897982e-06
"PTGS2",0.00143001964027745
"TPMT",8.77949444514359e-05
"SCN2B",0
"ITPR1",0.000202309527979283
"GSTP1",0.0017997845794786
"PKD2",3.16666038624458e-06
"CYP3A5",2.12871813713988e-05
"PCYT1A",2.85706032163713e-05
"SIGMAR1",0.000141138269685426
"COX7B",0
"CYP1B1",1.26701867375623e-06
"GABRA4",0
"HCN2",0
"RYR2",4.78345186669671e-05
"TOP2A",1.51432024206866e-05
"FGFR2",9.18874357280774e-06
"ACTR2",9.50262921906031e-06
"AFP",5.4874124395865e-05
"CYP2C8",0
"RYR1",8.59077355945814e-05
"ITPR3",1.88839173905775e-05
"MB",4.23248293774936e-05
"AANAT",0
"CPS1",1.2666988915111e-05
"GLP1R",3.86497402737884e-06
"CLIP1",0
"AURKC",0
"HSD3B2",2.44539251612608e-05
"ABCC1",0
"SYK",5.32926492629038e-05
"CP",4.75143862451732e-05
"FADS2",4.0853135067076e-05
"POMC",0.00149342435047795
"LPL",0.000483720734164583
"LPCAT2",0
"HSD17B2",0
"SLC5A5",3.67365014874999e-06
"CYP7B1",5.06699999092142e-06
"GPR83",0
"PRKCE",5.79752275315926e-05
"CCN2",1.134369344169e-05
"PBK",1.43184911400862e-05
"JDP2",0
"FCER1A",0
"ACSL4",0
"ALDH1A1",0.000768800994206509
"MGAM",0.000137027144681112
"ADH7",0
"HTR1A",8.14355352558582e-05
"SDHA",0.000611111269984921
"PDE4D",1.08964365290731e-05
"CRP",0.00025559836793676
"DAO",0
"SLC2A1",0.000140046836469954
"ESRRG",0.00109032893649263
"PDE4A",1.34575381137703e-05
"PRKCB",0.000129467861105015
"VTN",6.33650236725458e-07
"AHCYL1",1.90022934498657e-06
"BMPR2",8.59954951424324e-05
"F12",0
"MAOA",0.000132428913549143
"HDAC3",1.29907353231262e-05
"ADIPOQ",2.77581439246388e-05
"HSD3B1",7.1585802265961e-06
"ADH5",7.50101523409041e-05
"ADH6",4.11775851749674e-06
"FABP1",2.30624266933654e-05
"CSF1",1.07725687046312e-05
"SPP1",0.000133522093562433
"ABCB11",0
"CACNB3",0
"PTGES2",2.81266331965124e-05
"MMP13",1.63470522265285e-05
"EDN1",0.000187385953273167
"TH",0.000370274680685401
"NCOA6",0
"PTGER2",3.0407837517954e-06
"S100A7",0.00101836981567682
"PLA2G4A",0.000158908171599248
"HSD11B1",5.68914811439614e-05
"CACNB2",2.53388741833227e-06
"GSR",0.00032731672891706
"EEF2K",3.67443795490363e-06
"GCK",0.000213793988103061
"PGR",2.93426634963012e-05
"GABBR1",0.000629351098106912
"ALOX12",1.1402958573159e-05
"MAPK11",0
"GATM",0.000449150320023683
"IMPDH2",1.60872446202109e-05
"SLC11A2",1.77338485018996e-06
"ANPEP",7.21688108924479e-05
"HIF1AN",8.74219236624008e-06
"RARG",0
"FBP1",7.28503339286757e-06
"AKR1B10",1.92579176795382e-05
"AKR1C4",0
"FADS1",9.28518306324566e-05
"TFAM",0
"F7",0.00116938158797564
"NOTCH1",1.52730959466219e-05
"NOS1",0.000381812082027921
"CCR6",0
"CACNB4",5.59340801313812e-05
"PRKCZ",0.00127837750571802
"GAD1",0.000786829139807432
"FABP2",0
"ADRA1A",0
"NEIL1",0
"GNMT",0
"PTGDS",0.0001023719829093
"ACPP",0
"SULT1E1",0
"DNAJC5",5.30276407040287e-05
"ADRB1",3.16756855778255e-06
"RAC2",7.2870543702308e-05
"AGXT2",0.000181321349120078
"TEK",0
"HSPB1",6.97066364507837e-06
"IL33",0
"RUNX3",2.26216416990832e-05
"COL11A2",7.28347388034845e-06
"HCN4",0.00104282749963691
"ITPR2",6.33550958140106e-07
"SCN11A",4.43375248559974e-06
"FGB",2.53425344454161e-06
"NQO1",0.000518240501310552
"CBR3",0
"PLD2",0.000135771725086054
"LPCAT1",1.456721531512e-06
"HTR1B",2.2171580924546e-06
"GABRG2",6.25131802217682e-05
"ALDH3A1",7.8987277396747e-05
"CASR",1.85576382838448e-05
"PAPSS1",0
"DCK",6.65095605247856e-05
"FTCD",1.21257629834837e-05
"KCNQ2",0.000154321192943452
"CHRM1",6.15364589550138e-05
"SLC6A4",7.25412905625555e-05
"GABRB1",1.70995530076601e-05
"DHRS3",0
"PDE2A",0
"RASGRF1",5.25865086087318e-06
"PPID",0
"STAT5A",4.23996396073933e-05
"VKORC1",4.64325427618206e-05
"RAPGEF4",2.51523475149895e-05
"FABP3",6.33463026478154e-07
"STXBP1",8.80325064156473e-06
"SCN5A",0.000167082927235662
"ACTG1",2.72461711825489e-06
"GUSB",4.43396339928626e-05
"LGALS3",1.90104129516033e-06
"GPER1",8.61720038791702e-06
"MYH7",2.03333890326229e-05
"LPO",0
"CHRNA2",0
"ATF1",3.16751357498646e-06
"ATP1A1",1.2671361954153e-06
"DHRS4",0
"CYP24A1",2.95788072831593e-05
"ACAA2",8.36077927990342e-06
"PTGS1",0.0001138588382259
"GRIA4",0
"TPO",1.92561135294866e-05
"AKR1A1",6.17051045759265e-06
"ALDH1B1",0
"NR3C2",1.6726748852447e-05
"KCNH6",1.57066122082883e-05
"CKB",5.32096942710281e-05
"GAA",0
"MAPK13",0
"DRD3",0
"ADRB3",5.25856990074569e-06
"NNMT",2.43922960370124e-05
"DNM1L",6.33522741710912e-07
"ATP2A1",4.62343104201679e-06
"KCND2",2.72386185307116e-06
"SYP",2.45220699257587e-05
"CRTC2",2.09096071963621e-05
"CACNA2D3",0
"CACNA1I",0
"RBL1",0
"NTRK2",0.000178668928783821
"FXN",3.98458264223578e-05
"GRM5",0.000204723227971049
"DRD1",0.000110991854724962
"RDH11",6.71381155781248e-06
"RXRB",3.7531212242814e-05
"NDUFV3",0
"GK",0.000406543096133638
"SLC11A1",0
"ATP1A3",0
"ACHE",0.000111252964972719
"APOD",0.00195383273850436
"RDH12",1.33642751130036e-05
"AGTR2",0
"PPP2CB",0
"GSS",1.96391900666448e-05
"CHRNA10",0
"RAB5A",9.06001518752308e-06
"KCNJ2",0.00119679281819129
"APCS",0.00117690914019986
"SLC10A1",8.11595436944756e-05
"PEMT",2.1976081664099e-05
"SREBF1",0.000334685132546086
"CYP26C1",0
"RUNX1T1",0
"ATF5",6.59972627514716e-05
"MYB",0
"ESRRB",2.36306737284586e-05
"ATP2B3",0
"KCNJ5",8.95444816781943e-05
"ATOX1",0
"TJP1",0.000326838626150905
"AIFM1",1.58347085155164e-06
"FSHR",1.23538226016739e-05
"TAT",6.1444352762341e-05
"ALAS1",5.9411598420489e-05
"CHRM3",0
"LIPG",0
"CYP27C1",0
"ADCY2",0
"SLCO1B1",3.08486910148842e-05
"CAMK2G",0
"GSTM3",0
"ALAS2",0.000126132338585272
"FOXM1",1.90088265561439e-06
"MUC5AC",6.33425870422144e-07
"HDAC7",6.01926074750292e-06
"DGAT1",0.000583801314570143
"TNFRSF9",0
"NNT",0
"CD83",0
"HCRTR1",0
"SLC2A2",5.38855759126822e-05
"SH3BP5",6.33329974131236e-07
"IL1RN",0
"HTR6",2.29298407665723e-05
"KCNJ14",0
"PLA2G2A",5.81866140334508e-05
"CACNG3",0
"CHRNA7",7.98054415862559e-05
"KCNN2",6.33510621184108e-07
"CRTC1",0
"KCNN4",9.50269363275691e-06
"ANXA5",7.92192003495895e-06
"MDH2",0.000134051798597046
"FTL",4.87730474807435e-06
"MECP2",0.000428908523146032
"HTR1D",0
"CPT1A",1.49157660161992e-05
"ABCB1",2.07166464523123e-05
"QPRT",2.95780448075211e-05
"ATP1A4",0
"CCK",1.36890006087187e-05
"CAT",1.06411717700761e-05
"EREG",0
"CHRNA9",1.46296272366397e-05
"LYZ",0
"MCL1",1.67940085561424e-05
"DRD5",0.00110886310796687
"RPS6KB1",2.01533684008881e-05
"GABRA2",5.10094626082758e-05
"PLA2G7",0.00013847975796788
"KCNA4",2.7111367415289e-05
"PPP3R1",0
"CD55",7.47448208604506e-06
"VIM",5.2598025607753e-05
"ASPA",0
"CACNG4",8.23535373972728e-06
"SNAI2",6.33686013218338e-07
"ABCG8",0
"HTR2C",1.81821061465692e-05
"NPR1",8.07015894644936e-05
"ZEB1",0
"SLC29A1",0.00102903201870796
"GABRR1",0.000892072607181937
"PCYT1B",0
"NOS2",2.38274351227474e-05
"GPT2",8.61690501118284e-05
"THBD",8.99612495086632e-06
"PRKCG",2.62982428581582e-05
"TNFRSF10B",0
"GSTA2",5.30422370040862e-05
"EPHB6",0
"RBP1",1.67206208291359e-05
"CRYZ",0
"TFR2",1.9001036434263e-06
"KCNJ9",0
"CTSK",0.000205253306110875
"MYLK",7.38323399127605e-05
"BCAT2",2.6019618702966e-05
"THBS1",7.4650161333345e-05
"PRL",2.17984549072403e-05
"CPT1B",0
"SLC8A1",0
"APOM",0
"DGKD",3.99034614917415e-06
"OPA1",9.50142898359374e-07
"CSAD",0
"PDXK",0.00104366135249789
"PLK4",2.22339198402421e-05
"GAP43",5.95559822758052e-06
"SOX2",0.00140571719586968
"CHAT",0.00035285368960325
"ARF3",1.01355586621388e-05
"RORA",0.00130690437409919
"ADAMTS4",0
"DGKA",5.13043205019326e-06
"KCNJ8",1.89387005555819e-05
"EBP",6.01605713679287e-06
"CHRNB2",1.93198243616521e-05
"MLXIPL",0
"ADAMTS5",0
"GAS6",1.2544836703432e-05
"CTSD",0.000133066364187417
"DSPP",0
"TYR",3.79481492692735e-05
"PTGER4",5.57531554357116e-06
"SIRT3",7.24858712728427e-05
"FURIN",9.05415850372959e-05
"ANO1",0
"SQLE",9.90930470378126e-05
"HDAC11",2.40710719945358e-06
"CHRNA5",1.55794812480847e-05
"GCA",0.000913104018283151
"ARF4",1.97623946650571e-05
"HDAC8",0
"NRXN1",6.46433704953875e-05
"PHB2",3.20568660923115e-05
"SRPK1",0.00108816969760961
"GGPS1",0
"ABCG2",0.00154702083903102
"KCND3",0.00107729447119487
"CA1",4.61079535398756e-05
"TUBB4A",0
"CELF1",0
"MAOB",5.4236212515657e-05
"ADORA1",2.74909074123864e-05
"LGALS1",0
"PNPLA2",2.72449938232278e-06
"PLEK",3.16787882370662e-06
