gene,degree,degree_centrality,betweenness_centrality,component_id,component_size,is_isolate,degree_rank,betweenness_rank,top20pct_degree,top20pct_betweenness,core_by_preregistered_rule
TP53,221,0.17131782945736435,0.045510375933659114,1,1226,False,1,2,True,True,True
AKT1,215,0.16666666666666666,0.04449731714050828,1,1226,False,2,3,True,True,True
EGFR,176,0.13643410852713178,0.029541812974144887,1,1226,False,3,6,True,True,True
IL6,176,0.13643410852713178,0.02320084396256227,1,1226,False,3,9,True,True,True
TNF,170,0.13178294573643412,0.024111187275077217,1,1226,False,5,8,True,True,True
STAT3,163,0.1263565891472868,0.012870995799612709,1,1226,False,6,26,True,True,True
INS,151,0.11705426356589148,0.05302536292038781,1,1226,False,7,1,True,True,True
IL1B,150,0.11627906976744186,0.015229155789382106,1,1226,False,8,20,True,True,True
CTNNB1,144,0.11162790697674418,0.019526835466013536,1,1226,False,9,10,True,True,True
SRC,142,0.11007751937984496,0.017283806248393502,1,1226,False,10,13,True,True,True
JUN,140,0.10852713178294573,0.013589762548982615,1,1226,False,11,23,True,True,True
MYC,132,0.10232558139534884,0.010715025308996642,1,1226,False,12,30,True,True,True
HSP90AA1,131,0.10155038759689923,0.016643645767771685,1,1226,False,13,17,True,True,True
NFKB1,126,0.09767441860465116,0.00649347664324923,1,1226,False,14,62,True,True,True
BCL2,125,0.09689922480620156,0.008196693888840378,1,1226,False,15,46,True,True,True
ACTB,124,0.09612403100775194,0.02628342404180333,1,1226,False,16,7,True,True,True
MAPK3,123,0.09534883720930233,0.012485849254361431,1,1226,False,17,28,True,True,True
FN1,119,0.09224806201550388,0.014758004520481057,1,1226,False,18,22,True,True,True
ALB,117,0.09069767441860466,0.03337531397050489,1,1226,False,19,5,True,True,True
CASP3,116,0.08992248062015504,0.009207219391844414,1,1226,False,20,39,True,True,True
ESR1,113,0.08759689922480621,0.015667872265897716,1,1226,False,21,19,True,True,True
TLR4,111,0.08604651162790698,0.009054720550771106,1,1226,False,22,40,True,True,True
MAPK1,105,0.08139534883720931,0.008278842540093007,1,1226,False,23,45,True,True,True
PRKACA,104,0.08062015503875969,0.03491834642172856,1,1226,False,24,4,True,True,True
HSP90AB1,103,0.07984496124031008,0.008012963915602803,1,1226,False,25,49,True,True,True
IL10,100,0.07751937984496124,0.004898084995713326,1,1226,False,26,95,True,True,True
HIF1A,98,0.07596899224806201,0.008173486088004797,1,1226,False,27,47,True,True,True
MMP9,98,0.07596899224806201,0.0064107926820739375,1,1226,False,27,66,True,True,True
IFNG,96,0.07441860465116279,0.003036151022037339,1,1226,False,29,155,True,True,True
CALM3,95,0.07364341085271318,0.018588465897139472,1,1226,False,30,11,True,True,True
FOS,95,0.07364341085271318,0.00845828423997613,1,1226,False,30,43,True,True,True
CXCL8,95,0.07364341085271318,0.005485051525425902,1,1226,False,30,78,True,True,True
CD44,94,0.07286821705426356,0.009529188650443814,1,1226,False,33,37,True,True,True
EGF,94,0.07286821705426356,0.004938999081784413,1,1226,False,33,89,True,True,True
CCL2,91,0.07054263565891473,0.002787156124907487,1,1226,False,35,166,True,True,True
CALML5,90,0.06976744186046512,0.016731227316233006,1,1226,False,36,16,True,True,True
CCND1,90,0.06976744186046512,0.003583870169349397,1,1226,False,36,128,True,True,True
PTEN,89,0.06899224806201551,0.0034264764588012313,1,1226,False,38,135,True,True,True
RELA,89,0.06899224806201551,0.0030752448311657933,1,1226,False,38,149,True,True,True
CALML3,88,0.06821705426356589,0.014842067436159435,1,1226,False,40,21,True,True,True
PPARG,88,0.06821705426356589,0.012886278344074568,1,1226,False,40,25,True,True,True
STAT1,88,0.06821705426356589,0.005201849341840332,1,1226,False,40,81,True,True,True
HDAC1,86,0.06666666666666667,0.005381164071870749,1,1226,False,43,79,True,True,True
FOXO1,85,0.06589147286821706,0.0064986089098555905,1,1226,False,44,61,True,True,True
TGFB1,84,0.06511627906976744,0.004174833981294654,1,1226,False,45,115,True,True,True
SIRT1,83,0.06434108527131784,0.007790759779051308,1,1226,False,46,51,True,True,True
SMAD3,83,0.06434108527131784,0.005004886738910867,1,1226,False,46,87,True,True,True
ERBB2,82,0.06356589147286822,0.004542231305833126,1,1226,False,48,103,True,True,True
IGF1,80,0.06201550387596899,0.004912649381195046,1,1226,False,49,93,True,True,True
GSK3B,80,0.06201550387596899,0.004724239942588558,1,1226,False,49,98,True,True,True
MAPK8,80,0.06201550387596899,0.00418647718651118,1,1226,False,49,113,True,True,True
MTOR,79,0.06124031007751938,0.006147476904146163,1,1226,False,52,69,True,True,True
HSPA4,78,0.06046511627906977,0.008942348233342714,1,1226,False,53,41,True,True,True
CREB1,77,0.059689922480620154,0.007113653340437697,1,1226,False,54,56,True,True,True
BCL2L1,76,0.05891472868217054,0.0024595643997756644,1,1226,False,55,185,True,True,True
PTGS2,75,0.05813953488372093,0.01694563812100361,1,1226,False,56,15,True,True,True
KRAS,75,0.05813953488372093,0.0031225523310382604,1,1226,False,56,146,True,True,True
FGF2,75,0.05813953488372093,0.0025345340879322988,1,1226,False,56,178,True,True,True
CYCS,74,0.05736434108527132,0.01795809473116869,1,1226,False,59,12,True,True,True
CAV1,74,0.05736434108527132,0.010234746503623238,1,1226,False,59,32,True,True,True
IL1A,73,0.056589147286821705,0.0038635254600040345,1,1226,False,61,120,True,True,True
ICAM1,73,0.056589147286821705,0.0026336001611195503,1,1226,False,61,172,True,True,True
PPARGC1A,72,0.05581395348837209,0.011819626983295802,1,1226,False,63,29,True,True,True
JAK2,70,0.05426356589147287,0.007007510824711326,1,1226,False,64,57,True,True,True
CDH1,70,0.05426356589147287,0.004924727802002229,1,1226,False,64,91,True,True,True
BDNF,68,0.05271317829457364,0.012666818257214652,1,1226,False,66,27,True,True,True
IL4,68,0.05271317829457364,0.003407370066975299,1,1226,False,66,136,True,True,True
FOXO3,68,0.05271317829457364,0.0022678107745849785,1,1226,False,66,198,True,True,True
APP,67,0.05193798449612403,0.013483445230298359,1,1226,False,70,24,True,True,True
MDM2,67,0.05193798449612403,0.0018654633819269897,1,1226,False,70,235,True,True,True
RHOA,65,0.050387596899224806,0.004200771294321847,1,1226,False,72,112,True,True,True
IL2,65,0.050387596899224806,0.0018872824862357926,1,1226,False,72,232,True,True,True
RUNX2,64,0.04961240310077519,0.004536399602823912,1,1226,False,74,104,True,True,True
BRCA1,64,0.04961240310077519,0.004050553518553874,1,1226,False,74,118,True,True,True
MAPK14,64,0.04961240310077519,0.0022231848887572653,1,1226,False,74,202,True,True,True
PRKCA,63,0.04883720930232558,0.007154207883264136,1,1226,False,77,55,True,True,True
CDK1,63,0.04883720930232558,0.004349763850468531,1,1226,False,77,109,True,True,True
NFKBIA,63,0.04883720930232558,0.0017775650041325498,1,1226,False,77,247,True,True,True
TLR2,63,0.04883720930232558,0.001732543166358605,1,1226,False,77,252,True,True,True
CRP,62,0.04806201550387597,0.004970245290226438,1,1226,False,82,88,True,True,True
CDKN2A,62,0.04806201550387597,0.004432447930241081,1,1226,False,82,107,True,True,True
CXCR4,62,0.04806201550387597,0.003470097168372049,1,1226,False,82,134,True,True,True
AGT,60,0.046511627906976744,0.01070372434797184,1,1226,False,86,31,True,True,True
APOE,60,0.046511627906976744,0.009721082683645793,1,1226,False,86,36,True,True,True
PARP1,59,0.04573643410852713,0.003397500433454022,1,1226,False,89,137,True,True,True
POMC,58,0.04496124031007752,0.017040396770690715,1,1226,False,90,14,True,True,True
PPARA,58,0.04496124031007752,0.015976182366433216,1,1226,False,90,18,True,True,True
IGF1R,58,0.04496124031007752,0.0017827814172377103,1,1226,False,90,244,True,True,True
E2F1,56,0.043410852713178294,0.0019376684253622437,1,1226,False,95,229,True,True,True
CACNA1C,55,0.04263565891472868,0.010220492323763142,1,1226,False,98,33,True,True,True
DLG4,55,0.04263565891472868,0.009797889210082886,1,1226,False,98,35,True,True,True
CYP3A4,54,0.04186046511627907,0.008328017432820757,1,1226,False,100,44,True,True,True
CD36,54,0.04186046511627907,0.005856731724288524,1,1226,False,100,73,True,True,True
KIT,54,0.04186046511627907,0.003047058161747246,1,1226,False,100,153,True,True,True
CDK4,53,0.04108527131782946,0.0019515204387862291,1,1226,False,104,227,True,True,True
SREBF1,51,0.03953488372093023,0.007743669997443942,1,1226,False,107,52,True,True,True
CEBPB,51,0.03953488372093023,0.0033053088618692173,1,1226,False,107,140,True,True,True
PTK2,51,0.03953488372093023,0.0017028229653287656,1,1226,False,107,256,True,True,True
CACNA1D,50,0.03875968992248062,0.0050708971329049436,1,1226,False,114,85,True,True,True
CYP2E1,49,0.03798449612403101,0.006873095209632741,1,1226,False,116,58,True,True,True
CYP1A1,49,0.03798449612403101,0.006416044453594298,1,1226,False,116,64,True,True,True
SERPINE1,49,0.03798449612403101,0.002070914226124632,1,1226,False,116,215,True,True,True
SCARB1,48,0.037209302325581395,0.006465658886366155,1,1226,False,119,63,True,True,True
AR,48,0.037209302325581395,0.004164028335113525,1,1226,False,119,116,True,True,True
MAPT,47,0.03643410852713178,0.004093957684089722,1,1226,False,127,117,True,True,True
ARRB2,46,0.03565891472868217,0.007544429545410129,1,1226,False,130,53,True,True,True
APOB,46,0.03565891472868217,0.005580173191455124,1,1226,False,130,76,True,True,True
HSPA5,46,0.03565891472868217,0.003056943008642289,1,1226,False,130,151,True,True,True
CASP1,45,0.03488372093023256,0.002278337217331348,1,1226,False,134,195,True,True,True
ABL1,45,0.03488372093023256,0.001673619225122776,1,1226,False,134,259,True,True,True
APOA1,44,0.034108527131782945,0.006413541261824654,1,1226,False,139,65,True,True,True
GRIN2B,43,0.03333333333333333,0.005332734765373228,1,1226,False,141,80,True,True,True
SOX2,43,0.03333333333333333,0.003168130069264624,1,1226,False,141,144,True,True,True
LYN,43,0.03333333333333333,0.0019699652327844577,1,1226,False,141,225,True,True,True
NR3C1,43,0.03333333333333333,0.0017586543127007873,1,1226,False,141,249,True,True,True
MAP3K7,42,0.03255813953488372,0.001963718780584438,1,1226,False,145,226,True,True,True
PRKCB,41,0.03178294573643411,0.002537221592335236,1,1226,False,147,177,True,True,True
NFE2L2,41,0.03178294573643411,0.0024481147559197248,1,1226,False,147,186,True,True,True
NGF,41,0.03178294573643411,0.002148449531190229,1,1226,False,147,211,True,True,True
SPP1,41,0.03178294573643411,0.002067854824794183,1,1226,False,147,217,True,True,True
UGT1A1,41,0.03178294573643411,0.0017119731747610928,1,1226,False,147,254,True,True,True
HMOX1,40,0.031007751937984496,0.004811689664979831,1,1226,False,157,96,True,True,True
YWHAZ,40,0.031007751937984496,0.0038255803706574235,1,1226,False,157,121,True,True,True
CEBPA,40,0.031007751937984496,0.0017578452401560845,1,1226,False,157,250,True,True,True
CYP2C9,39,0.030232558139534883,0.0025111199677218332,1,1226,False,169,182,True,True,True
CYBB,39,0.030232558139534883,0.00206607573446144,1,1226,False,169,218,True,True,True
GCG,38,0.02945736434108527,0.005624017987447047,1,1226,False,178,75,True,True,True
CALM1,38,0.02945736434108527,0.0022869638766480184,1,1226,False,178,194,True,True,True
GSTP1,37,0.02868217054263566,0.008127597967720114,1,1226,False,183,48,True,True,True
GRIN2A,37,0.02868217054263566,0.006707329671127331,1,1226,False,183,59,True,True,True
AOX1,37,0.02868217054263566,0.004913718008281812,1,1226,False,183,92,True,True,True
MAOA,37,0.02868217054263566,0.00441416380119967,1,1226,False,183,108,True,True,True
CACNA1H,37,0.02868217054263566,0.002825632033723803,1,1226,False,183,165,True,True,True
PPP2CA,37,0.02868217054263566,0.0018054692078067315,1,1226,False,183,242,True,True,True
SNCA,36,0.027906976744186046,0.005858606614871,1,1226,False,197,72,True,True,True
NOS3,36,0.027906976744186046,0.0029277658646849397,1,1226,False,197,160,True,True,True
GOT2,35,0.027131782945736434,0.009349515868132104,1,1226,False,200,38,True,True,True
SOD1,35,0.027131782945736434,0.005533766714896219,1,1226,False,200,77,True,True,True
MAOB,35,0.027131782945736434,0.0032965166597181132,1,1226,False,200,141,True,True,True
CYP2A6,35,0.027131782945736434,0.002701656131293508,1,1226,False,200,170,True,True,True
HNF4A,35,0.027131782945736434,0.0019477046548120093,1,1226,False,200,228,True,True,True
NCF1,35,0.027131782945736434,0.0018295859506499584,1,1226,False,200,238,True,True,True
TH,34,0.02635658914728682,0.0061747417995098135,1,1226,False,211,68,True,True,True
NOS1,34,0.02635658914728682,0.005082025534065809,1,1226,False,211,84,True,True,True
PLG,34,0.02635658914728682,0.004792617164064288,1,1226,False,211,97,True,True,True
ACE,34,0.02635658914728682,0.0041851714946792885,1,1226,False,211,114,True,True,True
CYP7A1,34,0.02635658914728682,0.0039352225802212265,1,1226,False,211,119,True,True,True
ITPR1,34,0.02635658914728682,0.0036573871929181717,1,1226,False,211,125,True,True,True
COL1A1,34,0.02635658914728682,0.0027651385631778814,1,1226,False,211,167,True,True,True
RXRA,34,0.02635658914728682,0.0025265023758983462,1,1226,False,211,179,True,True,True
NPY,33,0.02558139534883721,0.009905280224261378,1,1226,False,226,34,True,True,True
ALDH1A1,33,0.02558139534883721,0.008468387669315226,1,1226,False,226,42,True,True,True
HDAC6,33,0.02558139534883721,0.0037330207283564998,1,1226,False,226,124,True,True,True
SCN5A,33,0.02558139534883721,0.003596309265401697,1,1226,False,226,127,True,True,True
EDN1,33,0.02558139534883721,0.003160935544314805,1,1226,False,226,145,True,True,True
CACNA1A,32,0.024806201550387597,0.0035728607976131892,1,1226,False,237,129,True,True,True
COMT,32,0.024806201550387597,0.0031707418204600193,1,1226,False,237,143,True,True,True
CACNA1G,32,0.024806201550387597,0.002846458510216774,1,1226,False,237,164,True,True,True
F2,32,0.024806201550387597,0.00255769449507315,1,1226,False,237,176,True,True,True
FASN,31,0.024031007751937984,0.004489518326015069,1,1226,False,246,105,True,True,True
CDK5,31,0.024031007751937984,0.0035387982545154115,1,1226,False,246,130,True,True,True
TJP1,31,0.024031007751937984,0.0030428949425784038,1,1226,False,246,154,True,True,True
MPO,31,0.024031007751937984,0.002998254270965289,1,1226,False,246,156,True,True,True
NTRK2,31,0.024031007751937984,0.002069994990965254,1,1226,False,246,216,True,True,True
FKBP1A,30,0.023255813953488372,0.0035269844464651794,1,1226,False,257,131,True,True,True
GSTM1,30,0.023255813953488372,0.0018813512107393577,1,1226,False,257,233,True,True,True
CDKN1A,68,0.05271317829457364,0.0014659994961480998,1,1226,False,66,302,True,False,False
CASP8,63,0.04883720930232558,0.0011133251106674555,1,1226,False,77,361,True,False,False
PIK3CA,61,0.047286821705426356,0.0012805175550227685,1,1226,False,85,330,True,False,False
TRAF6,60,0.046511627906976744,0.001017603383651989,1,1226,False,86,379,True,False,False
MYD88,58,0.04496124031007752,0.0006072502865124584,1,1226,False,90,508,True,False,False
CD40,57,0.044186046511627906,0.0007807783578534184,1,1226,False,94,444,True,False,False
PIK3R1,56,0.043410852713178294,0.001429828621330206,1,1226,False,95,307,True,False,False
KDR,56,0.043410852713178294,0.0013239716812300023,1,1226,False,95,324,True,False,False
AKT2,54,0.04186046511627907,0.0011170575417696895,1,1226,False,100,360,True,False,False
MMP2,52,0.040310077519379844,0.0013714441601137934,1,1226,False,105,313,True,False,False
CDK2,52,0.040310077519379844,0.0012475913221132932,1,1226,False,105,340,True,False,False
SMAD2,51,0.03953488372093023,0.0014962798936893145,1,1226,False,107,288,True,False,False
STAT5A,51,0.03953488372093023,0.0012619825144359932,1,1226,False,107,334,True,False,False
VCAM1,51,0.03953488372093023,0.0009607595141029202,1,1226,False,107,396,True,False,False
TNFRSF1A,51,0.03953488372093023,0.00044632871904658,1,1226,False,107,574,True,False,False
IL17A,50,0.03875968992248062,0.00029930530467138673,1,1226,False,114,668,True,False,False
BECN1,48,0.037209302325581395,0.0015590581507862029,1,1226,False,119,279,True,False,False
IKBKB,48,0.037209302325581395,0.001070948781558859,1,1226,False,119,369,True,False,False
CHUK,48,0.037209302325581395,0.0009932991288624613,1,1226,False,119,385,True,False,False
PTPN11,48,0.037209302325581395,0.0004755752183975356,1,1226,False,119,564,True,False,False
CXCL10,48,0.037209302325581395,0.00037021804685082087,1,1226,False,119,624,True,False,False
CSF2,48,0.037209302325581395,0.00023587730732194708,1,1226,False,119,710,True,False,False
MAPK9,47,0.03643410852713178,0.000986620766849603,1,1226,False,127,386,True,False,False
ATM,47,0.03643410852713178,0.0008473585000094485,1,1226,False,127,424,True,False,False
CCNB1,46,0.03565891472868217,0.0012507715513245638,1,1226,False,130,339,True,False,False
MCL1,45,0.03488372093023256,0.0006570496070879249,1,1226,False,134,487,True,False,False
SNAI1,45,0.03488372093023256,0.000442747204210815,1,1226,False,134,577,True,False,False
CASP9,45,0.03488372093023256,0.0003901910168480747,1,1226,False,134,607,True,False,False
HDAC2,44,0.034108527131782945,0.0010938904175436174,1,1226,False,139,365,True,False,False
CCNA2,42,0.03255813953488372,0.0013476637934511917,1,1226,False,145,317,True,False,False
PGR,41,0.03178294573643411,0.001284894143542855,1,1226,False,147,329,True,False,False
VWF,41,0.03178294573643411,0.0010714337139906501,1,1226,False,147,368,True,False,False
CHEK1,41,0.03178294573643411,0.0008333185866731434,1,1226,False,147,428,True,False,False
STAT5B,41,0.03178294573643411,0.0005782525207302882,1,1226,False,147,520,True,False,False
CXCL1,41,0.03178294573643411,9.377223109761748e-05,1,1226,False,147,853,True,False,False
CYP1A2,40,0.031007751937984496,0.0016553600508555277,1,1226,False,157,261,True,False,False
XIAP,40,0.031007751937984496,0.001188051169155121,1,1226,False,157,353,True,False,False
TRAF2,40,0.031007751937984496,0.0008318627764792242,1,1226,False,157,431,True,False,False
CSF3,40,0.031007751937984496,0.000670878285080092,1,1226,False,157,480,True,False,False
IL18,40,0.031007751937984496,0.0005507607722268249,1,1226,False,157,534,True,False,False
CDKN1B,40,0.031007751937984496,0.00048346996953587735,1,1226,False,157,560,True,False,False
FOXP3,40,0.031007751937984496,0.000404517794471901,1,1226,False,157,600,True,False,False
HGF,40,0.031007751937984496,0.00023750742338501154,1,1226,False,157,707,True,False,False
CCL3,40,0.031007751937984496,0.0002204492158522446,1,1226,False,157,719,True,False,False
ITGB3,39,0.030232558139534883,0.0016425265209707553,1,1226,False,169,265,True,False,False
CYP3A5,39,0.030232558139534883,0.0011524486958048375,1,1226,False,169,357,True,False,False
RB1,39,0.030232558139534883,0.0009372764740675157,1,1226,False,169,405,True,False,False
MAPK11,39,0.030232558139534883,0.0005778644969909861,1,1226,False,169,521,True,False,False
TIMP1,39,0.030232558139534883,0.0005218499691691521,1,1226,False,169,540,True,False,False
RAF1,39,0.030232558139534883,0.0004894527984336561,1,1226,False,169,558,True,False,False
CD86,39,0.030232558139534883,0.00024474898910933343,1,1226,False,169,698,True,False,False
MAPK13,38,0.02945736434108527,0.0005537529056496546,1,1226,False,178,530,True,False,False
CSF1,38,0.02945736434108527,0.00025349215215458783,1,1226,False,178,695,True,False,False
CD40LG,38,0.02945736434108527,0.00010159864281579201,1,1226,False,178,845,True,False,False
ADIPOQ,37,0.02868217054263566,0.001323889672741537,1,1226,False,183,325,True,False,False
CACNG2,37,0.02868217054263566,0.0009992627091381745,1,1226,False,183,384,True,False,False
SYK,37,0.02868217054263566,0.0008114338185184878,1,1226,False,183,438,True,False,False
YAP1,37,0.02868217054263566,0.0005869037797570331,1,1226,False,183,517,True,False,False
FGFR2,37,0.02868217054263566,0.0003906473094954955,1,1226,False,183,605,True,False,False
FASLG,37,0.02868217054263566,0.00032019526854626005,1,1226,False,183,656,True,False,False
CCR7,37,0.02868217054263566,0.000268548943188282,1,1226,False,183,685,True,False,False
CD80,37,0.02868217054263566,0.00019343772436556533,1,1226,False,183,739,True,False,False
RPS6KB1,36,0.027906976744186046,0.0007201903743238193,1,1226,False,197,464,True,False,False
MMP3,35,0.027131782945736434,0.0007653777844179077,1,1226,False,200,447,True,False,False
CCN2,35,0.027131782945736434,0.000657341381965462,1,1226,False,200,486,True,False,False
CD274,35,0.027131782945736434,0.0006190233320365573,1,1226,False,200,498,True,False,False
NOTCH1,35,0.027131782945736434,0.00041620942229461005,1,1226,False,200,590,True,False,False
MAP2K1,35,0.027131782945736434,0.00033734385113766023,1,1226,False,200,643,True,False,False
PRKCG,34,0.02635658914728682,0.0014868145559662007,1,1226,False,211,291,True,False,False
UGT2B4,34,0.02635658914728682,0.0009635067303929228,1,1226,False,211,395,True,False,False
NANOG,34,0.02635658914728682,0.000909566185877595,1,1226,False,211,408,True,False,False
SOCS3,34,0.02635658914728682,0.00042963967135619996,1,1226,False,211,581,True,False,False
PIK3CD,34,0.02635658914728682,0.00023744750081636047,1,1226,False,211,708,True,False,False
RIPK1,34,0.02635658914728682,0.0002173026542913728,1,1226,False,211,723,True,False,False
ERBB3,34,0.02635658914728682,0.00020452226291243543,1,1226,False,211,731,True,False,False
NTRK1,33,0.02558139534883721,0.0008164581337926714,1,1226,False,226,437,True,False,False
EGR1,33,0.02558139534883721,0.000800185100321612,1,1226,False,226,441,True,False,False
PRKCD,33,0.02558139534883721,0.0006254739087207616,1,1226,False,226,494,True,False,False
ANXA5,33,0.02558139534883721,0.00043320486666805115,1,1226,False,226,579,True,False,False
FGF4,33,0.02558139534883721,0.00035859659421480066,1,1226,False,226,631,True,False,False
BIRC2,33,0.02558139534883721,0.00011254214171903205,1,1226,False,226,836,True,False,False
ESR2,32,0.024806201550387597,0.0015648657181404756,1,1226,False,237,277,True,False,False
MAP3K5,32,0.024806201550387597,0.0013240713594618967,1,1226,False,237,323,True,False,False
GRIN1,32,0.024806201550387597,0.0012579541744443036,1,1226,False,237,336,True,False,False
MMP1,32,0.024806201550387597,0.0011812121726580817,1,1226,False,237,354,True,False,False
RAC2,32,0.024806201550387597,0.0009786199861821093,1,1226,False,237,388,True,False,False
TNFSF11,31,0.024031007751937984,0.0014243856496539494,1,1226,False,246,309,True,False,False
THBS1,31,0.024031007751937984,0.0012003538847420632,1,1226,False,246,349,True,False,False
ATF2,31,0.024031007751937984,0.0006787226317477045,1,1226,False,246,476,True,False,False
UGT1A3,31,0.024031007751937984,0.0006144753091344493,1,1226,False,246,502,True,False,False
ATF3,31,0.024031007751937984,0.000380783745391573,1,1226,False,246,615,True,False,False
CXCL2,31,0.024031007751937984,0.0001634458526135786,1,1226,False,246,774,True,False,False
AKR1C3,30,0.023255813953488372,0.0016706776620789335,1,1226,False,257,260,True,False,False
F3,30,0.023255813953488372,0.001426908291100375,1,1226,False,257,308,True,False,False
AURKA,30,0.023255813953488372,0.001076012958523339,1,1226,False,257,366,True,False,False
ATF4,30,0.023255813953488372,0.0009726947844363154,1,1226,False,257,390,True,False,False
POU5F1,30,0.023255813953488372,0.0008351639727453011,1,1226,False,257,427,True,False,False
IRAK1,30,0.023255813953488372,0.0003631914541437551,1,1226,False,257,628,True,False,False
SELP,30,0.023255813953488372,0.00032031725055387244,1,1226,False,257,655,True,False,False
CACNG4,30,0.023255813953488372,0.00031255310460645715,1,1226,False,257,662,True,False,False
LEF1,30,0.023255813953488372,0.00019746980641268912,1,1226,False,257,736,True,False,False
BIRC3,30,0.023255813953488372,6.87660334183197e-05,1,1226,False,257,894,True,False,False
LPL,29,0.02248062015503876,0.006079304177351052,1,1226,False,269,70,False,True,False
CYP19A1,29,0.02248062015503876,0.006079017559470128,1,1226,False,269,71,False,True,False
IDO1,29,0.02248062015503876,0.005086877459067951,1,1226,False,269,83,False,True,False
DGAT1,29,0.02248062015503876,0.004936414541427694,1,1226,False,269,90,False,True,False
SOD2,29,0.02248062015503876,0.0032751633265288536,1,1226,False,269,142,False,True,False
TXN,29,0.02248062015503876,0.0026124343153904285,1,1226,False,269,174,False,True,False
HMGCR,29,0.02248062015503876,0.002523415418047874,1,1226,False,269,180,False,True,False
RYR1,29,0.02248062015503876,0.0013322512113203744,1,1226,False,269,320,False,False,False
HSD3B1,29,0.02248062015503876,0.0008509943526666878,1,1226,False,269,423,False,False,False
CYP2C8,29,0.02248062015503876,0.0008465739008212713,1,1226,False,269,425,False,False,False
BIRC5,29,0.02248062015503876,0.0006300133612553566,1,1226,False,269,491,False,False,False
IGF2,29,0.02248062015503876,0.00046671920314156367,1,1226,False,269,569,False,False,False
HDAC3,29,0.02248062015503876,0.00045831176838226616,1,1226,False,269,571,False,False,False
INSR,29,0.02248062015503876,0.00042269166886167156,1,1226,False,269,586,False,False,False
YY1,29,0.02248062015503876,0.0002892719178536592,1,1226,False,269,675,False,False,False
IL5,29,0.02248062015503876,0.00027682997825438475,1,1226,False,269,684,False,False,False
TAC1,28,0.021705426356589147,0.004293769841127516,1,1226,False,285,111,False,True,False
C3,28,0.021705426356589147,0.001050902869256237,1,1226,False,285,371,False,False,False
HSD3B2,28,0.021705426356589147,0.0009437682625151251,1,1226,False,285,404,False,False,False
UGT1A9,28,0.021705426356589147,0.000503327213030809,1,1226,False,285,546,False,False,False
HMGB1,28,0.021705426356589147,0.0004906192281877383,1,1226,False,285,554,False,False,False
CACNB2,28,0.021705426356589147,0.00037922561376927045,1,1226,False,285,617,False,False,False
ZEB1,28,0.021705426356589147,0.00015442408465458617,1,1226,False,285,785,False,False,False
SKP2,28,0.021705426356589147,0.00015280107714092471,1,1226,False,285,789,False,False,False
CRK,28,0.021705426356589147,0.00013743799678105152,1,1226,False,285,802,False,False,False
CDC25A,28,0.021705426356589147,0.00011948193898834073,1,1226,False,285,829,False,False,False
GAD1,27,0.020930232558139535,0.007972808743021491,1,1226,False,295,50,False,True,False
GSR,27,0.020930232558139535,0.003490488999928193,1,1226,False,295,133,False,True,False
REN,27,0.020930232558139535,0.0020501673972905497,1,1226,False,295,220,False,True,False
ITPR3,27,0.020930232558139535,0.0016781112485117627,1,1226,False,295,258,False,True,False
VIM,27,0.020930232558139535,0.0009720476442470736,1,1226,False,295,391,False,False,False
GRIA1,27,0.020930232558139535,0.0009365641907810486,1,1226,False,295,406,False,False,False
NFATC1,27,0.020930232558139535,0.0009208484441827266,1,1226,False,295,407,False,False,False
CYP2C19,27,0.020930232558139535,0.0008512123656036153,1,1226,False,295,422,False,False,False
DNMT1,27,0.020930232558139535,0.0008079418434658852,1,1226,False,295,439,False,False,False
ADH6,27,0.020930232558139535,0.0006734156747078935,1,1226,False,295,479,False,False,False
UGT2B28,27,0.020930232558139535,0.0005508505031880434,1,1226,False,295,533,False,False,False
TOP2A,27,0.020930232558139535,0.0005010642001904272,1,1226,False,295,547,False,False,False
CACNG3,27,0.020930232558139535,0.0002539016714888151,1,1226,False,295,694,False,False,False
VTN,27,0.020930232558139535,0.0001929121722852236,1,1226,False,295,740,False,False,False
TBK1,27,0.020930232558139535,0.00013444731128768941,1,1226,False,295,806,False,False,False
GJA1,26,0.020155038759689922,0.0022176729222478046,1,1226,False,310,203,False,True,False
SREBF2,26,0.020155038759689922,0.0018183220593390801,1,1226,False,310,240,False,True,False
CYP17A1,26,0.020155038759689922,0.0013365710182805962,1,1226,False,310,318,False,False,False
CALR,26,0.020155038759689922,0.0010134548564031006,1,1226,False,310,380,False,False,False
CALM2,26,0.020155038759689922,0.0008882645004462318,1,1226,False,310,414,False,False,False
PARK7,26,0.020155038759689922,0.0008767300842145906,1,1226,False,310,415,False,False,False
CACNB4,26,0.020155038759689922,0.0008275280471831696,1,1226,False,310,434,False,False,False
GSTA2,26,0.020155038759689922,0.0007706696807692971,1,1226,False,310,446,False,False,False
CCK,26,0.020155038759689922,0.0007471845304599229,1,1226,False,310,456,False,False,False
ADH1C,26,0.020155038759689922,0.0006234593031653439,1,1226,False,310,497,False,False,False
HDAC4,26,0.020155038759689922,0.0005047334624959657,1,1226,False,310,545,False,False,False
NLRP3,26,0.020155038759689922,0.00033038948907159566,1,1226,False,310,644,False,False,False
BMI1,26,0.020155038759689922,0.00031757861272819533,1,1226,False,310,659,False,False,False
SNAI2,26,0.020155038759689922,0.0001227000006259441,1,1226,False,310,822,False,False,False
